experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,job_role_Analyst,job_role_Designer,job_role_Developer,job_role_Manager,job_role_Marketer,job_role_Writer,deadline_pressure_level_High,deadline_pressure_level_Low,deadline_pressure_level_Medium,productivity_score
3,5.3,13.6,16.5,2.4,9.9,5.4,1.29,6,5.4,8.1,4.85,0,0,0,1,0,0,0,1,0,67.3
13,5.6,22.6,27.1,1.1,5.9,6.9,4.61,7,4.1,6.4,6.12,0,1,0,0,0,0,0,1,0,60.7
10,7.3,13.4,28.2,2.4,8.9,9.7,3.86,7,6.6,3.4,9.96,0,0,1,0,0,0,0,0,1,59.2
20,15.7,44.0,17.6,1.8,9.0,9.8,1.4,8,5.5,3.9,9.59,0,0,1,0,0,0,0,0,1,80.3
7,22.4,57.1,10.0,0.4,6.3,6.7,4.48,1,4.9,3.3,10.0,0,0,1,0,0,0,1,0,0,66.5
13,18.0,38.2,21.9,2.0,4.3,10.0,4.08,8,5.2,2.0,10.0,0,0,1,0,0,0,1,0,0,64.5
20,7.1,15.6,25.7,1.4,5.6,6.5,3.19,9,4.5,3.4,10.0,1,0,0,0,0,0,1,0,0,62.0
8,11.7,27.3,27.4,1.4,5.8,3.6,1.47,3,5.0,4.8,7.29,0,0,1,0,0,0,0,1,0,65.4
3,17.3,47.2,12.5,2.0,8.4,14.2,4.21,8,3.7,6.4,6.09,0,0,0,0,1,0,0,1,0,67.3
16,5.5,14.3,20.3,0.6,4.3,9.3,1.0,8,7.3,5.5,10.0,0,1,0,0,0,0,1,0,0,81.0
3,15.2,36.3,14.2,0.3,7.5,12.4,3.16,10,4.6,5.3,8.56,1,0,0,0,0,0,0,0,1,60.5
6,14.8,37.1,17.8,1.2,2.9,4.6,4.47,10,4.5,4.1,10.0,0,0,0,0,1,0,1,0,0,59.8
5,18.5,50.0,21.4,2.5,4.4,8.6,0.96,2,4.1,4.9,7.21,0,0,1,0,0,0,0,1,0,68.2
13,15.2,37.0,25.9,4.4,1.0,5.9,0.1,2,6.1,4.0,9.53,0,0,1,0,0,0,0,0,1,74.9
2,16.9,47.1,19.1,2.4,3.9,5.6,0.36,5,5.1,4.5,9.14,0,0,1,0,0,0,0,0,1,66.8
14,8.7,28.6,21.9,1.3,10.1,10.2,1.8,5,3.5,2.8,10.0,0,0,1,0,0,0,1,0,0,61.1
7,19.7,54.0,14.7,2.3,4.8,8.5,1.07,8,5.1,6.2,6.25,0,0,1,0,0,0,0,1,0,83.8
14,4.0,10.5,23.1,3.1,1.3,4.3,2.13,5,4.4,8.9,4.25,0,1,0,0,0,0,0,1,0,71.5
8,11.1,38.4,11.1,3.2,7.7,12.7,2.14,10,6.6,5.5,10.0,1,0,0,0,0,0,1,0,0,70.9
10,6.2,8.6,24.5,3.4,3.4,5.2,0.1,7,3.5,7.5,5.3,0,1,0,0,0,0,0,1,0,72.9
15,4.8,11.8,27.9,2.8,4.5,7.9,3.47,10,5.4,5.2,8.63,0,1,0,0,0,0,0,0,1,56.5
6,12.4,22.8,21.7,0.6,3.0,5.8,2.65,8,4.2,3.7,10.0,0,0,1,0,0,0,1,0,0,50.0
4,9.9,16.5,21.8,0.7,6.7,7.2,2.48,8,4.9,4.9,8.85,1,0,0,0,0,0,0,0,1,47.8
15,14.3,32.6,10.0,0.6,8.0,8.5,2.84,8,2.8,7.9,4.99,0,0,1,0,0,0,0,1,0,79.0
5,8.3,18.5,25.7,5.6,5.0,3.4,0.1,7,5.3,6.2,6.24,1,0,0,0,0,0,0,1,0,74.7
11,17.7,39.4,22.6,3.2,6.9,8.8,2.99,10,5.7,4.2,7.73,0,0,1,0,0,0,0,1,0,74.6
13,10.8,17.4,34.4,0.6,2.0,9.3,2.0,1,2.3,2.7,10.0,1,0,0,0,0,0,0,0,1,51.2
6,7.9,17.7,36.0,0.8,1.0,8.3,4.69,9,6.3,1.8,10.0,0,0,0,0,0,1,1,0,0,48.8
11,11.5,24.4,25.0,1.2,1.0,3.8,2.03,8,7.3,5.1,8.7,0,0,1,0,0,0,0,0,1,72.2
1,2.7,6.6,21.1,3.5,17.5,11.5,0.1,5,1.7,5.7,6.63,0,0,0,1,0,0,0,1,0,50.8
4,16.1,35.3,21.2,1.2,1.0,7.6,3.47,1,6.2,6.4,6.1,1,0,0,0,0,0,0,1,0,76.4
16,1.5,0.0,37.6,0.5,1.9,4.2,2.4,4,5.3,2.8,10.0,0,1,0,0,0,0,1,0,0,55.8
10,17.5,53.6,10.6,0.2,5.8,4.1,3.91,8,7.4,6.0,8.03,0,0,0,0,0,1,0,0,1,81.8
2,15.7,38.9,10.0,2.4,8.4,12.4,2.38,9,2.6,7.5,5.3,0,0,1,0,0,0,0,1,0,57.8
11,15.8,44.3,13.5,2.4,7.6,9.0,1.71,5,4.5,5.3,8.56,0,0,0,0,1,0,0,0,1,76.4
11,6.7,16.5,22.7,2.7,1.0,7.1,0.1,1,7.0,5.4,10.0,1,0,0,0,0,0,1,0,0,82.2
7,3.5,11.7,19.9,1.4,6.5,9.4,3.55,6,5.6,5.5,10.0,1,0,0,0,0,0,1,0,0,45.4
16,12.8,31.5,13.4,0.4,4.5,6.3,2.87,4,5.8,5.3,10.0,1,0,0,0,0,0,1,0,0,64.0
12,10.2,24.6,18.1,0.8,5.0,7.7,1.01,3,5.4,7.7,5.15,0,0,0,0,1,0,0,1,0,76.4
15,22.1,60.8,10.0,1.7,4.2,7.4,3.59,7,4.9,5.4,8.48,0,0,1,0,0,0,0,0,1,83.8
2,0.4,0.0,31.5,0.9,3.3,10.0,2.62,8,5.6,4.2,10.0,1,0,0,0,0,0,1,0,0,43.3
9,19.7,48.5,10.0,0.2,4.1,6.8,2.94,2,4.8,4.6,10.0,0,0,0,0,0,1,1,0,0,77.8
14,16.4,32.1,24.1,1.2,13.1,11.5,2.03,10,5.3,1.0,10.0,0,0,0,0,1,0,1,0,0,68.5
10,2.1,8.7,27.8,3.2,13.2,11.8,2.5,1,3.8,5.2,6.99,0,0,0,1,0,0,0,1,0,52.8
13,10.9,32.6,23.2,1.6,3.5,4.8,2.06,2,3.4,6.6,5.96,0,0,0,0,1,0,0,1,0,75.5
20,7.7,17.2,22.5,1.1,1.0,5.8,1.73,4,4.9,8.2,4.77,0,0,0,0,1,0,0,1,0,85.1
7,10.5,28.2,20.2,2.6,2.2,5.6,2.49,1,4.0,4.8,10.0,1,0,0,0,0,0,1,0,0,56.6
5,18.9,38.8,24.6,0.2,2.0,4.3,6.03,3,6.5,4.6,7.43,0,0,1,0,0,0,0,1,0,58.2
13,9.0,22.1,18.0,0.6,4.9,6.2,2.17,7,5.2,5.0,10.0,1,0,0,0,0,0,1,0,0,59.3
11,6.3,13.5,28.3,3.9,3.7,5.2,2.32,8,4.2,6.4,6.1,1,0,0,0,0,0,0,1,0,63.9
1,9.0,19.6,24.0,1.9,22.9,16.0,2.33,9,1.0,2.0,9.35,0,0,0,1,0,0,0,1,0,25.0
18,3.1,4.5,30.6,3.7,14.0,15.0,2.21,9,2.2,4.1,7.81,0,0,0,1,0,0,0,1,0,54.7
3,11.6,26.0,22.3,2.0,5.7,3.8,3.1,10,6.2,4.6,9.08,0,0,0,0,1,0,0,0,1,54.4
20,15.5,37.7,29.4,1.4,4.0,6.7,2.14,9,4.9,2.3,10.0,0,0,1,0,0,0,0,0,1,81.6
2,26.9,63.3,19.4,1.6,8.0,7.1,5.77,7,5.9,1.0,10.0,0,0,1,0,0,0,1,0,0,63.2
15,7.5,17.7,21.2,9.6,1.0,5.8,0.1,4,6.3,8.6,4.48,0,1,0,0,0,0,0,1,0,92.2
4,6.6,27.9,24.5,1.7,7.2,7.5,3.2,6,5.6,6.4,6.1,0,0,0,0,1,0,0,1,0,61.9
9,20.6,52.2,10.0,3.4,1.4,7.3,0.62,3,5.3,6.5,7.67,0,0,1,0,0,0,0,0,1,92.1
5,21.3,54.7,19.3,1.2,1.0,2.0,2.26,7,5.9,4.1,9.45,0,0,1,0,0,0,0,0,1,82.5
17,6.6,16.1,21.1,2.4,3.4,7.7,3.22,5,3.9,5.2,10.0,1,0,0,0,0,0,1,0,0,57.6
9,3.2,11.0,26.1,2.7,17.5,14.7,0.1,10,1.7,1.3,10.0,0,0,0,1,0,0,1,0,0,52.4
10,17.7,44.0,26.0,1.4,5.2,7.5,2.26,2,5.0,3.8,8.03,0,0,1,0,0,0,0,1,0,73.1
5,10.1,20.4,20.3,1.2,1.5,8.1,3.34,8,5.9,8.0,4.91,1,0,0,0,0,0,0,1,0,70.3
8,9.7,26.0,30.7,0.8,3.9,5.8,3.05,2,3.2,1.9,10.0,1,0,0,0,0,0,1,0,0,55.4
12,6.5,20.4,22.5,3.0,3.7,8.7,1.23,1,6.2,4.8,10.0,0,1,0,0,0,0,1,0,0,68.6
15,18.6,46.2,13.0,0.2,11.4,11.3,3.2,8,4.7,2.2,10.0,0,0,0,0,0,1,1,0,0,66.7
17,14.4,33.1,18.3,4.0,5.2,8.3,0.1,8,5.7,6.5,6.02,0,0,0,0,0,1,0,1,0,81.7
5,2.3,6.9,38.0,8.7,8.9,8.5,0.1,5,4.5,3.7,8.1,1,0,0,0,0,0,0,1,0,56.6
8,13.8,36.4,21.0,1.1,3.5,4.6,4.91,8,4.6,6.4,6.1,1,0,0,0,0,0,0,1,0,60.2
11,12.4,29.0,19.2,2.7,7.4,6.7,1.79,10,4.1,4.8,8.94,1,0,0,0,0,0,0,0,1,60.2
19,7.9,28.1,26.9,7.2,17.9,14.9,0.1,6,1.4,2.8,8.76,0,0,0,1,0,0,0,1,0,63.9
19,1.9,0.0,28.8,1.3,15.2,13.6,3.64,5,3.9,4.5,7.5,0,0,0,1,0,0,0,1,0,54.5
16,8.9,19.3,19.5,2.1,4.0,8.7,0.16,1,5.2,4.9,10.0,1,0,0,0,0,0,1,0,0,72.1
16,27.1,64.7,10.0,1.8,6.3,7.0,3.75,3,5.2,2.2,10.0,0,0,1,0,0,0,1,0,0,90.9
6,16.9,32.8,13.6,1.3,5.8,7.7,2.34,10,5.9,5.4,8.48,0,0,0,0,0,1,0,0,1,67.2
16,14.6,33.1,11.0,1.9,9.6,8.9,1.98,7,5.2,4.2,10.0,0,0,1,0,0,0,1,0,0,73.3
7,0.0,6.3,30.4,0.9,10.7,12.3,2.06,4,3.5,5.7,6.62,0,0,0,1,0,0,0,1,0,56.0
9,6.7,20.3,23.7,0.5,13.4,12.8,0.27,1,1.5,3.6,9.83,0,1,0,0,0,0,0,0,1,53.5
16,19.3,45.7,17.1,1.8,6.6,10.6,0.1,6,6.2,3.7,9.73,0,0,0,0,0,1,0,0,1,95.6
9,19.0,46.0,29.3,1.6,1.0,6.5,1.98,7,5.8,2.2,10.0,0,0,0,0,0,1,0,0,1,74.9
6,17.1,35.5,15.9,2.9,5.0,4.9,0.35,1,3.8,3.5,10.0,0,0,1,0,0,0,1,0,0,59.9
17,6.7,10.5,26.5,1.7,7.2,9.9,0.1,6,3.6,5.9,6.47,0,0,1,0,0,0,0,1,0,67.5
15,13.0,35.8,11.9,1.8,9.2,8.8,0.1,7,3.6,7.5,5.3,0,0,0,0,0,1,0,1,0,89.2
19,5.3,10.5,27.4,1.2,7.6,8.3,0.97,1,4.3,5.9,6.47,1,0,0,0,0,0,0,1,0,72.8
10,7.6,20.6,27.2,1.4,3.0,3.0,1.14,3,5.7,3.6,10.0,0,0,0,0,1,0,1,0,0,61.6
13,10.2,34.6,13.4,2.9,4.3,7.3,0.17,3,5.7,9.0,4.17,0,0,1,0,0,0,0,1,0,94.3
19,1.0,4.2,25.3,3.2,5.7,7.8,0.1,3,5.4,8.0,4.92,0,1,0,0,0,0,0,1,0,78.3
16,9.3,18.6,29.4,3.7,5.5,9.0,0.1,10,3.9,4.9,7.2,0,0,1,0,0,0,0,1,0,78.5
2,7.4,21.4,19.7,1.1,4.8,9.5,0.85,3,4.9,5.0,10.0,0,0,0,0,1,0,1,0,0,64.3
15,15.0,33.3,17.7,2.2,2.6,7.1,0.65,1,6.7,4.2,10.0,0,0,1,0,0,0,1,0,0,83.0
9,10.5,30.9,29.5,3.1,2.7,9.0,1.21,8,5.5,2.3,10.0,1,0,0,0,0,0,1,0,0,61.0
17,14.3,34.7,24.4,2.1,10.1,6.9,0.1,7,2.7,2.3,10.0,1,0,0,0,0,0,0,0,1,73.7
11,1.7,7.6,29.0,1.1,16.2,11.5,3.21,8,3.5,1.3,10.0,0,0,0,1,0,0,1,0,0,37.1
8,13.9,30.9,22.9,3.2,5.3,5.6,2.59,8,5.3,4.0,9.53,0,0,1,0,0,0,0,0,1,58.9
10,5.5,10.2,27.6,2.6,4.8,7.0,1.37,6,5.5,6.5,6.02,0,0,0,0,1,0,0,1,0,71.5
15,13.0,35.2,17.1,1.5,8.1,9.3,2.83,3,4.5,4.9,8.84,0,0,1,0,0,0,0,0,1,68.4
20,8.4,27.8,17.1,1.9,8.6,12.7,3.89,6,4.8,4.5,10.0,0,1,0,0,0,0,1,0,0,64.0
11,2.4,16.7,22.4,2.6,4.6,11.3,0.37,1,5.6,7.2,7.16,1,0,0,0,0,0,0,0,1,64.1
19,17.0,38.2,18.4,1.7,5.7,5.4,2.74,4,3.2,4.2,9.37,0,0,1,0,0,0,0,0,1,61.7
15,15.8,34.4,20.3,1.2,1.0,6.6,0.1,1,5.5,3.7,10.0,0,0,1,0,0,0,1,0,0,79.8
2,8.7,18.0,19.5,2.6,9.0,9.1,4.41,2,4.6,3.7,10.0,0,0,0,0,1,0,1,0,0,35.2
20,6.3,14.0,34.9,4.4,5.8,12.5,1.79,9,6.8,2.8,10.0,0,1,0,0,0,0,0,0,1,70.2
19,7.7,19.2,18.9,1.9,13.2,13.4,4.08,7,4.3,4.6,9.09,0,0,0,1,0,0,0,0,1,63.4
3,8.6,21.3,21.6,3.4,7.5,9.9,0.1,1,5.1,3.6,10.0,1,0,0,0,0,0,1,0,0,53.9
4,8.6,24.1,15.3,1.3,2.4,7.7,2.03,10,6.1,7.9,6.63,0,1,0,0,0,0,0,0,1,69.8
8,11.3,32.6,20.4,2.1,6.3,9.2,4.38,9,3.7,6.5,6.03,0,0,0,0,1,0,0,1,0,62.9
3,14.3,42.8,12.7,2.1,3.0,2.0,3.56,7,5.8,8.5,4.55,0,0,1,0,0,0,0,1,0,66.6
14,13.9,19.9,18.3,2.2,3.7,7.0,1.69,8,5.1,5.5,8.4,0,0,0,0,0,1,0,0,1,65.4
15,13.6,30.5,27.5,2.3,6.4,9.2,0.56,10,6.2,2.6,10.0,0,0,1,0,0,0,0,0,1,80.7
2,2.7,3.2,22.5,1.2,19.0,12.7,4.08,5,2.3,3.4,9.95,0,0,0,1,0,0,0,0,1,20.6
19,21.3,44.8,12.4,2.0,5.5,7.3,0.6,1,3.2,3.2,10.0,0,0,1,0,0,0,1,0,0,72.1
20,7.9,14.2,33.1,1.2,5.6,5.4,0.1,7,6.7,1.3,10.0,1,0,0,0,0,0,1,0,0,80.3
9,20.7,53.4,20.0,3.0,6.5,5.2,1.78,9,3.8,4.2,7.73,0,0,0,0,0,1,0,1,0,73.8
18,15.6,39.0,20.1,2.4,8.8,10.9,1.2,6,3.3,3.4,9.97,1,0,0,0,0,0,0,0,1,81.9
6,0.0,0.1,25.8,1.6,3.3,6.9,0.58,1,6.3,5.7,9.9,0,1,0,0,0,0,1,0,0,57.8
11,14.4,37.1,10.2,1.8,7.5,10.1,3.16,9,3.6,5.0,10.0,0,0,1,0,0,0,1,0,0,58.1
9,12.9,37.4,24.7,2.3,4.3,6.4,3.2,5,3.7,2.5,10.0,0,0,1,0,0,0,1,0,0,60.4
19,16.3,40.8,14.5,2.1,5.3,4.5,0.1,5,5.2,4.0,10.0,0,0,1,0,0,0,1,0,0,84.6
7,8.8,24.6,24.9,1.7,7.7,11.7,2.09,9,5.3,2.6,10.0,1,0,0,0,0,0,1,0,0,62.2
14,2.9,4.4,25.5,0.9,5.9,7.9,4.37,10,5.1,5.9,8.11,0,1,0,0,0,0,0,0,1,44.8
2,5.2,11.5,19.6,1.3,5.4,11.9,1.12,8,3.4,7.0,7.31,0,1,0,0,0,0,0,0,1,43.5
13,1.8,1.2,33.3,0.8,19.0,15.9,1.86,1,1.0,1.0,10.0,0,0,0,1,0,0,0,0,1,43.2
5,5.9,21.8,10.0,3.0,6.5,9.8,3.07,10,3.3,7.4,8.64,1,0,0,0,0,0,1,0,0,46.2
12,5.7,13.8,28.3,4.2,4.4,5.9,1.99,5,5.4,4.9,8.85,0,0,0,1,0,0,0,0,1,66.2
1,5.5,18.2,15.1,2.9,5.5,9.0,0.1,4,5.4,9.5,3.82,1,0,0,0,0,0,0,1,0,73.8
13,11.8,28.4,24.1,2.9,1.0,5.9,1.27,10,6.6,5.3,8.56,0,0,1,0,0,0,0,0,1,75.5
14,20.6,43.9,12.6,2.0,4.1,8.3,2.0,4,4.9,5.2,8.64,0,0,1,0,0,0,0,0,1,66.9
5,3.6,6.8,26.3,1.1,6.6,6.1,2.76,1,4.8,5.4,8.49,0,1,0,0,0,0,0,0,1,41.7
16,5.4,13.3,17.6,1.9,17.0,15.3,1.4,4,1.8,4.5,9.15,0,0,0,1,0,0,0,0,1,50.5
6,4.5,10.4,27.2,0.7,15.7,13.0,4.91,5,2.1,2.7,10.0,0,0,0,1,0,0,0,0,1,31.8
3,6.7,24.6,25.3,1.4,1.1,2.0,0.19,5,6.7,4.7,10.0,0,0,0,1,0,0,1,0,0,58.0
17,18.9,53.2,10.0,0.4,9.3,12.1,4.4,7,1.0,3.4,10.0,1,0,0,0,0,0,1,0,0,50.6
2,15.9,46.1,19.3,0.5,1.4,4.4,5.89,1,5.4,6.8,5.8,1,0,0,0,0,0,0,1,0,70.9
8,5.0,7.7,15.5,2.1,5.3,10.1,1.47,8,6.3,8.0,6.55,0,0,1,0,0,0,0,0,1,67.8
5,11.1,36.8,21.4,1.3,14.3,10.9,2.49,4,2.3,2.8,10.0,0,0,0,1,0,0,0,0,1,48.3
5,3.4,10.0,24.0,2.7,17.6,14.3,0.97,7,1.7,3.2,10.0,0,0,0,1,0,0,0,0,1,40.5
10,9.4,21.3,25.4,1.7,26.9,18.4,3.86,3,2.2,1.0,10.0,0,0,0,1,0,0,0,0,1,40.8
6,6.0,14.0,23.3,2.5,8.4,8.8,0.7,10,4.5,5.1,8.71,0,0,0,0,1,0,0,0,1,48.7
1,11.1,17.6,25.6,0.9,3.7,3.5,5.02,4,4.5,2.9,10.0,1,0,0,0,0,0,1,0,0,38.8
11,11.5,28.1,22.5,1.5,5.9,4.9,2.51,10,4.6,6.0,6.39,0,0,0,0,1,0,0,1,0,68.8
14,18.1,42.2,20.4,1.4,5.5,6.1,1.15,8,4.8,5.0,7.14,0,0,1,0,0,0,0,1,0,88.0
13,14.7,32.8,20.2,1.3,1.0,4.2,3.94,3,6.3,7.0,5.65,0,0,1,0,0,0,0,1,0,73.5
6,5.7,17.7,23.4,3.9,24.4,17.3,3.14,2,1.4,1.1,10.0,0,0,0,1,0,0,0,0,1,38.5
13,4.3,17.7,21.4,3.6,8.2,9.3,0.1,9,2.3,4.5,10.0,0,1,0,0,0,0,1,0,0,56.9
1,15.5,40.9,22.7,1.8,3.0,4.6,5.3,9,5.5,5.7,6.62,0,0,1,0,0,0,0,1,0,70.6
18,18.6,44.5,12.9,4.7,5.7,7.5,0.63,10,4.2,6.7,5.88,0,0,1,0,0,0,0,1,0,91.8
8,20.0,42.8,13.7,0.3,3.5,3.9,3.67,2,4.6,3.7,10.0,0,0,0,0,1,0,1,0,0,53.2
6,18.3,45.1,26.2,1.5,4.8,7.2,4.13,4,6.5,1.0,10.0,0,0,0,0,0,1,1,0,0,64.5
17,18.0,42.0,23.2,2.5,7.7,10.7,2.51,2,4.2,1.0,10.0,0,0,1,0,0,0,1,0,0,67.0
13,17.3,39.0,15.9,1.7,3.8,3.0,4.54,4,4.7,6.8,5.82,0,0,1,0,0,0,0,1,0,69.1
9,10.2,26.6,24.4,1.5,1.5,7.7,1.21,8,5.8,7.0,5.67,0,1,0,0,0,0,0,1,0,75.0
7,6.9,17.9,20.6,2.5,6.6,12.1,0.1,10,3.8,7.5,5.3,0,0,0,0,1,0,0,1,0,63.1
10,9.7,33.0,15.3,1.0,7.7,10.4,4.21,9,4.3,6.3,7.81,0,0,1,0,0,0,0,0,1,67.4
3,14.7,30.9,24.5,1.5,3.4,12.3,3.38,5,4.8,2.3,10.0,1,0,0,0,0,0,1,0,0,52.7
2,15.1,29.5,23.1,1.7,14.0,14.5,1.59,5,3.5,2.9,8.68,0,0,0,0,0,1,0,1,0,52.8
7,16.6,45.4,15.7,0.4,8.4,6.1,4.55,8,4.2,4.3,9.29,0,0,1,0,0,0,0,0,1,56.9
8,4.8,15.3,21.8,1.8,13.0,13.7,2.86,6,1.0,3.1,10.0,0,0,0,1,0,0,1,0,0,34.9
8,3.1,9.1,37.4,3.1,1.0,5.5,0.77,4,4.6,4.1,9.44,0,1,0,0,0,0,0,0,1,51.5
14,12.0,29.6,21.4,0.9,8.0,12.6,4.26,1,5.0,4.2,9.38,0,0,0,0,1,0,0,0,1,61.6
15,10.6,35.4,20.6,4.1,4.3,7.4,0.1,5,4.3,5.6,8.33,1,0,0,0,0,0,0,0,1,75.0
10,6.5,16.8,24.6,1.3,4.2,7.9,1.54,10,5.0,4.2,10.0,1,0,0,0,0,0,1,0,0,55.0
16,7.9,19.7,25.2,0.6,4.5,6.2,2.1,1,4.1,6.6,5.96,0,0,0,0,1,0,0,1,0,68.9
8,23.1,61.4,17.1,2.0,2.1,6.6,4.57,5,5.4,5.4,6.84,0,0,1,0,0,0,0,1,0,73.1
12,8.1,23.9,20.3,1.5,9.8,6.2,1.71,6,4.5,3.4,10.0,1,0,0,0,0,0,1,0,0,60.9
20,6.6,20.8,18.1,0.6,19.7,12.7,1.59,4,2.6,1.9,10.0,0,0,0,1,0,0,1,0,0,58.1
16,0.5,0.0,33.2,1.0,2.8,5.0,3.76,10,5.1,6.9,5.74,0,1,0,0,0,0,0,1,0,57.8
19,0.0,2.0,34.4,1.6,5.1,10.2,3.82,6,5.6,6.1,6.32,0,1,0,0,0,0,0,1,0,65.4
1,11.4,28.0,18.8,2.4,6.1,6.1,0.98,7,3.9,5.4,8.48,1,0,0,0,0,0,0,0,1,61.5
18,6.5,14.9,23.2,0.8,21.4,19.5,4.04,9,1.6,3.2,8.47,0,0,0,1,0,0,0,1,0,52.0
19,16.0,39.1,20.4,1.3,2.7,5.6,0.1,10,6.1,6.2,6.25,1,0,0,0,0,0,0,1,0,94.8
3,12.8,35.9,17.4,1.2,6.5,7.4,0.73,10,5.7,3.8,10.0,0,0,1,0,0,0,1,0,0,66.5
5,4.5,10.7,22.6,2.7,1.0,3.2,0.97,7,6.1,9.0,4.19,0,1,0,0,0,0,0,1,0,78.6
13,17.2,43.8,17.6,1.9,6.4,5.5,2.01,3,4.7,5.7,6.62,0,0,0,0,0,1,0,1,0,78.9
3,4.4,2.8,26.6,0.6,13.4,10.3,1.52,4,2.2,1.9,10.0,0,0,0,1,0,0,1,0,0,33.5
18,8.2,24.7,17.0,2.2,12.4,12.3,2.67,9,2.9,3.6,10.0,0,0,0,1,0,0,1,0,0,59.3
13,9.0,21.6,20.5,3.3,9.9,8.5,0.77,1,2.8,6.2,6.26,0,0,0,0,1,0,0,1,0,62.5
1,3.0,8.4,20.5,1.0,13.5,9.2,4.49,2,3.0,6.8,5.82,0,0,0,1,0,0,0,1,0,47.5
6,7.6,19.6,28.2,1.7,8.9,8.1,4.55,10,3.0,3.3,10.0,1,0,0,0,0,0,0,0,1,48.0
5,2.7,0.0,26.6,0.2,8.5,11.5,2.8,5,4.5,3.6,10.0,0,1,0,0,0,0,1,0,0,46.2
19,9.1,21.6,31.9,1.5,2.3,7.3,0.1,3,5.9,3.7,9.75,1,0,0,0,0,0,0,0,1,83.0
14,19.4,52.6,12.1,3.3,1.8,3.4,2.06,7,5.3,7.7,5.15,0,0,1,0,0,0,0,1,0,93.2
17,18.9,42.2,16.9,0.3,7.1,10.6,1.88,5,6.6,5.3,6.92,0,0,0,0,0,1,0,1,0,94.1
3,17.0,48.0,21.8,6.0,1.0,7.9,0.1,2,5.4,6.1,6.34,0,0,1,0,0,0,0,1,0,90.9
7,22.1,56.3,10.0,3.8,9.2,9.1,3.1,10,3.2,5.7,6.63,0,0,1,0,0,0,0,1,0,79.1
13,12.4,24.1,16.9,0.8,1.0,6.8,4.33,6,5.5,8.4,4.62,0,1,0,0,0,0,0,1,0,68.0
3,10.7,19.3,26.4,3.3,1.6,6.0,1.55,5,5.7,6.3,6.17,0,1,0,0,0,0,0,1,0,54.7
20,14.4,35.7,15.2,0.5,8.5,8.7,2.62,3,5.2,5.0,8.79,0,0,1,0,0,0,0,0,1,82.7
5,8.7,12.6,16.7,1.3,4.4,8.5,0.58,4,4.7,5.6,9.99,0,0,0,0,1,0,1,0,0,51.6
19,16.5,40.2,11.9,2.2,7.2,12.9,0.1,6,1.7,4.1,10.0,0,0,0,0,1,0,1,0,0,68.1
1,16.6,36.8,18.6,4.0,5.6,5.5,2.04,6,4.2,2.8,10.0,0,0,1,0,0,0,1,0,0,55.4
4,23.3,58.6,10.0,1.7,3.3,2.1,1.48,6,4.9,5.4,8.5,0,0,1,0,0,0,0,0,1,68.5
13,20.2,46.8,19.1,0.7,2.3,6.8,1.03,9,5.5,2.6,10.0,0,0,1,0,0,0,1,0,0,91.7
7,12.3,27.5,24.1,0.3,2.3,9.1,4.19,4,5.2,3.3,10.0,1,0,0,0,0,0,1,0,0,52.4
6,5.2,9.0,24.4,1.4,13.1,12.1,0.1,3,2.7,2.3,10.0,0,0,0,1,0,0,1,0,0,46.9
15,22.2,41.5,25.8,1.9,3.1,6.1,0.1,7,5.4,1.0,10.0,0,0,1,0,0,0,1,0,0,83.7
15,8.3,16.4,28.6,2.6,1.6,7.2,0.1,7,5.5,6.4,6.11,0,1,0,0,0,0,0,1,0,84.5
11,6.1,5.4,27.2,0.2,12.0,13.7,3.05,6,2.0,4.7,7.37,0,0,0,0,1,0,0,1,0,39.5
17,13.0,29.3,20.0,1.2,1.4,4.4,3.79,5,6.8,4.4,10.0,0,0,1,0,0,0,1,0,0,61.0
16,5.2,6.0,32.9,1.4,2.1,7.7,0.1,2,3.9,4.4,9.21,0,1,0,0,0,0,0,0,1,56.9
12,12.0,28.9,22.4,1.6,4.3,7.8,2.7,8,6.0,4.8,8.92,1,0,0,0,0,0,0,0,1,77.2
1,4.9,15.1,25.5,2.0,15.2,13.2,3.03,6,3.1,4.6,7.44,0,0,0,1,0,0,0,1,0,40.4
10,3.4,1.3,21.2,1.8,17.8,14.2,1.51,6,2.5,5.4,6.84,0,0,0,1,0,0,0,1,0,45.3
6,15.3,39.4,14.1,0.4,10.3,11.3,1.32,1,3.1,6.1,6.33,1,0,0,0,0,0,0,1,0,76.0
16,14.9,40.4,13.8,0.9,3.4,7.5,1.81,4,5.9,5.0,10.0,0,0,1,0,0,0,1,0,0,80.1
10,3.4,10.6,30.3,0.7,8.2,9.8,4.08,8,4.0,5.5,6.76,0,0,0,0,1,0,0,1,0,60.5
18,11.7,42.8,19.6,0.6,6.7,7.6,4.31,2,4.3,6.5,6.03,0,0,1,0,0,0,0,1,0,79.7
15,2.6,5.9,35.4,0.5,6.7,8.4,3.97,10,3.9,1.8,10.0,0,0,0,0,1,0,1,0,0,42.2
12,10.5,24.6,20.7,1.1,7.6,11.7,3.51,3,3.8,4.8,8.93,0,0,1,0,0,0,0,0,1,53.9
